4,7,-9,40,22,3,0.938
7,15,-6,21,15,5,0.947
7,19,4,20,20,3,0.929
9,16,14,40,34,1,0.853
2,9,6,70,44,4,0.917
5,7,0,25,22,4,0.936
5,5,-11,72,32,2,0.925
5,10,6,53,37,1,0.953
8,14,0,67,42,3,0.925
5,14,2,13,17,2,0.955
8,9,9,46,42,0,0.953
6,12,-9,58,39,0,0.869
