5,15,-3,24,27,3,0.891
9,16,-3,34,27,1,0.930
9,13,6,40,27,2,0.915
10,10,6,63,26,2,0.950
4,9,14,63,34,1,0.894
8,10,3,19,22,2,0.978
9,9,-3,43,31,3,0.961
5,9,-5,23,32,1,0.915
7,10,-1,57,48,3,0.925
8,10,2,23,26,5,1.000
4,5,7,32,30,5,0.939
10,12,0,49,32,5,0.940
