4,6,-4,44,20,1,0.921
10,13,6,17,25,1,0.905
3,12,6,27,25,2,0.949
6,17,3,32,30,3,0.936
9,5,-1,71,25,0,0.863
1,13,-1,51,31,6,0.933
10,10,4,53,33,0,0.907
8,12,7,69,34,2,0.930
9,15,11,70,27,4,0.907
8,16,17,22,17,3,0.943
6,14,22,45,43,1,0.926
2,5,-10,44,29,2,0.922
