5,9,5,48,23,3,0.897
6,16,4,21,26,1,0.908
5,14,-7,31,29,1,0.896
5,12,1,60,24,2,0.918
6,4,-8,81,58,4,0.922
6,10,-1,42,26,2,0.934
3,12,-3,50,37,4,0.931
12,9,-6,48,36,2,0.919
9,16,1,51,31,4,0.935
10,21,3,26,29,6,0.949
5,9,8,53,52,1,0.888
10,12,13,35,28,1,0.859
