3,10,6,46,24,1,0.907
5,14,3,15,19,4,0.908
7,13,-12,21,29,2,0.915
4,14,-2,42,32,2,0.914
6,16,6,42,27,2,0.924
3,9,-2,26,19,2,0.911
4,8,1,53,26,1,0.903
13,16,7,53,20,3,0.928
9,9,-5,30,35,2,0.902
5,13,-4,15,25,2,0.881
5,9,0,32,27,4,0.935
10,17,6,46,35,0,0.868
