13,22,-13,53,50,2,0.895
17,32,4,40,41,4,0.922
12,18,-14,57,42,5,0.908
6,22,-7,71,42,5,0.893
9,9,4,113,54,4,0.906
13,25,1,65,47,1,0.897
7,16,-9,84,56,2,0.916
11,27,-2,54,65,3,0.891
11,35,16,95,58,6,0.907
14,33,-1,30,39,5,0.898
10,20,14,46,38,4,0.897
9,17,-2,101,51,2,0.906
