4,12.5,10,34.5,28.5,2.5,0.902
10,9,-5,19,23.5,0,0.854
7,14.5,-2.5,30.5,21,2,0.846
5.5,8.5,3.5,24.5,31.5,1.5,0.907
4,4.5,1.5,57,22,3.5,0.930
7,7.5,3.5,24.5,30,1.5,0.929
2.5,9.5,4.5,51.5,29,3.5,0.940
5.5,6.5,-0.5,49.5,28,3,0.913
6,14,-4,44.5,28.5,3,0.924
7,11,7.5,22,16,3,0.920
9.5,10.5,3,39.5,31.5,1.5,0.912
5.5,15.5,6.5,52,26.5,1,0.893
