6,8,13,30,17,2,0.933
6,13,6,19,20,1,0.933
3,14,9,20,19,2,0.901
6,17,-7,47,30,0,0.943
3,6,-7,48,30,4,0.909
6,14,17,34,27,0,0.864
6,8,5,50,25,3,0.933
8,11,12,62,36,2,0.908
5,16,8,46,24,3,0.910
7,16,-5,26,23,3,0.929
7,9,5,43,33,2,0.913
6,6,5,45,15,0,0.905
