8,7,3,61,25,4,0.884
6,24,-5,20,23,3,0.907
8,16,-9,24,26,1,0.877
9,12,-3,35,33,2,0.892
3,12,1,50,49,4,0.897
5,8,-2,23,29,2,0.930
7,18,1,52,25,0,0.909
9,17,11,54,27,3,0.892
9,10,-9,27,38,4,0.955
12,18,6,27,31,3,0.883
6,11,-9,44,43,2,0.882
6,17,-13,66,27,2,0.854
